date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:17:23	77658/77658	---M--	200	added ('OK')	application/pdf	etag:%2259204c-12f5a-4cf1132a65d80%22	http://pharmacology.med.unideb.hu/images/pdf/Vizsgak%c3%a9rd%c3%a9sek%20receptur%c3%a1val%20I%20f%c3%a9l%c3%a9v.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Vizsgak%c3%a9rd%c3%a9sek%20receptur%c3%a1val%20I%20f%c3%a9l%c3%a9v.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:24	361292/361292	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f971164-5834c%22	https://s7.addthis.com/js/250/addthis_widget.js	C:/My%20Web%20Sites/pharm/s7.addthis.com/js/250/addthis_widget.js	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:30	123145/123145	---M--	200	added ('OK')	application/pdf	etag:%2259202c-1e109-4cf1131fe84c0%22	http://pharmacology.med.unideb.hu/images/pdf/K%c3%b6telez%c5%91en%20tudand%c3%b3%20d%c3%b3zisok.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/K%c3%b6telez%c5%91en%20tudand%c3%b3%20d%c3%b3zisok.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:34	65203/65203	---M--	200	added ('OK')	application/pdf	etag:%2259204a-feb3-4f2d37f345540%22	http://pharmacology.med.unideb.hu/images/pdf/Vizsgakerdesek%202013-2014%202-dik%20felev.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Vizsgakerdesek%202013-2014%202-dik%20felev.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:42	116095/116095	---M--	200	added ('OK')	application/pdf	etag:%22192045-1c57f-4cfb56fa5a700%22	http://pharmacology.med.unideb.hu/images/pdf/A%20farmakol%c3%b3gia%20kollokviumon%20tudand%c3%b3%20receptek.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/A%20farmakol%c3%b3gia%20kollokviumon%20tudand%c3%b3%20receptek.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:48	117363/117363	---M--	200	added ('OK')	application/pdf	etag:%22192046-1ca73-4dd74f26cbd00%22	http://pharmacology.med.unideb.hu/images/pdf/A%20farmakol%c3%b3gia%20szigorlaton%20tudand%c3%b3%20receptek.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/A%20farmakol%c3%b3gia%20szigorlaton%20tudand%c3%b3%20receptek.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:51	253445/253445	---M--	200	added ('OK')	application/pdf	etag:%223de05-453c6192f4180%22	https://ogyei.gov.hu/dynamic/GCP_1.pdf	C:/My%20Web%20Sites/pharm/ogyei.gov.hu/dynamic/GCP_1.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Dec%202021%2000:17:50%20GMT	http://www.uni-miskolc.hu/~wwwjuris/latin.pdf	C:/My%20Web%20Sites/pharm/www.uni-miskolc.hu/_wwwjuris/latin.28.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:54	128113/128113	---M--	200	added ('OK')	application/pdf	etag:%22274039-1f471-593fff51fd180%22	http://pharmacology.med.unideb.hu/images/pdf/tematika_1fe.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/tematika_1fe.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:17:55	99851/99851	---M--	200	added ('OK')	application/pdf	etag:%222740e1-1860b-5819bf82a77c0%22	http://pharmacology.med.unideb.hu/images/pdf/tematika_hun_2018-19-2fe.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/tematika_hun_2018-19-2fe.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:18:06	0/0	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:17:51%20GMT	https://www.uni-miskolc.hu/~wwwjuris/latin.pdf	C:/My%20Web%20Sites/pharm/www.uni-miskolc.hu/_wwwjuris/latin.29.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:19:46	936747/936747	---M--	200	added ('OK')	application/pdf	etag:%22e4b2b-54610ee3a76f4%22	http://www.ilekt.med.unideb.hu/kiadvany/4latinhu.pdf	C:/My%20Web%20Sites/pharm/www.ilekt.med.unideb.hu/kiadvany/4latinhu.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:06	1851516/1851516	---M--	200	added ('OK')	application/pdf	etag:%22274096-1c407c-578fcb1955980%22	http://pharmacology.med.unideb.hu/images/pdf/Antiarrythmic%20drugs%20PR.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Antiarrythmic%20drugs%20PR.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:23	2263700/2263700	---M--	200	added ('OK')	application/pdf	etag:%2219205a-228a94-4cb0d8fd5a7c0%22	http://pharmacology.med.unideb.hu/images/pdf/Autonomic%20pharmacology.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Autonomic%20pharmacology.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:28	3179259/3179259	---M--	200	added ('OK')	application/pdf	etag:%22274092-3082fb-5787a40240940%22	http://pharmacology.med.unideb.hu/images/pdf/Antihypertensive%20agents%20PR.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Antihypertensive%20agents%20PR.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:28	314/314	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:22:26%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Diuretics.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Diuretics.30.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:32	3431040/3431040	---M--	200	added ('OK')	application/pdf	etag:%22274097-345a80-578fed5599f00%22	http://pharmacology.med.unideb.hu/images/pdf/Antiasthmatics%20PR.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Antiasthmatics%20PR.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:46	2428885/2428885	---M--	200	added ('OK')	application/pdf	etag:%22592030-250fd5-4cb0db0703680%22	http://pharmacology.med.unideb.hu/images/pdf/Pharmacokinetics.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Pharmacokinetics.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:50	1319555/1319555	---M--	200	added ('OK')	application/pdf	etag:%22192055-142283-504802bfed800%22	http://pharmacology.med.unideb.hu/images/pdf/Antianginal%20drugs.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Antianginal%20drugs.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:50	1681045/1681045	---M--	200	added ('OK')	application/pdf	etag:%2259202f-19a695-4cb0f434e5e40%22	http://pharmacology.med.unideb.hu/images/pdf/Pharmacodynamics1.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Pharmacodynamics1.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:50	329/329	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:22:48%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Calcium%20Channel%20Blockers.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Calcium%20Channel%20Blockers.35.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:22:54	1398206/1398206	---M--	200	added ('OK')	application/pdf	etag:%22192048-1555be-4d15ba75d95c0%22	http://pharmacology.med.unideb.hu/images/pdf/A%20m%c3%a1j%20farmakol%c3%b3gi%c3%a1ja.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/A%20m%c3%a1j%20farmakol%c3%b3gi%c3%a1ja.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:01	688281/688281	---M--	200	added ('OK')	application/pdf	etag:%22592045-a8099-4e92e1bbd4980%22	http://pharmacology.med.unideb.hu/images/pdf/Treatment%20of%20Congestive%20Heart%20Failure.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Treatment%20of%20Congestive%20Heart%20Failure.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:10	1223991/1223991	---M--	200	added ('OK')	application/pdf	etag:%22192056-12ad37-4e92e48bdac40%22	http://pharmacology.med.unideb.hu/images/pdf/Antiarrhytmic%20drugs.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Antiarrhytmic%20drugs.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:22	1699445/1699445	---M--	200	added ('OK')	application/pdf	etag:%221a00d6-19ee75-52bdef1ae0140%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Alzheimer.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Alzheimer.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:25	881038/881038	---M--	200	added ('OK')	application/pdf	etag:%221a00d5-d718e-52bdead6eb100%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Alcohols.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Alcohols.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:46	1487620/1487620	---M--	200	added ('OK')	application/pdf	etag:%2227427a-16b304-59e853388de00%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz/17%20hypnotics%20and%20sedatives.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz/17%20hypnotics%20and%20sedatives.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:46	2819238/2819238	---M--	200	added ('OK')	application/pdf	etag:%221a00d7-2b04a6-52bdeae5392c0%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Anti-Parkinson%20treatment.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Anti-Parkinson%20treatment.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:47	3839041/3839041	---M--	200	added ('OK')	application/pdf	etag:%22592028-3a9441-53df92b876d80%22	http://pharmacology.med.unideb.hu/images/pdf/Hypercholesterolaemia%20treatment%202016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Hypercholesterolaemia%20treatment%202016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:59	2098321/2098321	---M--	200	added ('OK')	application/pdf	etag:%2227427d-200491-59e87240a9480%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz/21_Pharmacotherapy_of_the_epilepsies.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz/21_Pharmacotherapy_of_the_epilepsies.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:23:59	775362/775362	---M--	200	added ('OK')	application/pdf	etag:%221a00db-bd4c2-52be472bbc740%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Local%20anesthetics.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/Local%20anesthetics.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:01	945599/945599	---M--	200	added ('OK')	application/pdf	etag:%2227427f-e6dbf-59e8534ba0b00%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz/Antidepressant%20pharmacology%2016_9.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz/Antidepressant%20pharmacology%2016_9.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:24	1578719/1578719	---M--	200	added ('OK')	application/pdf	etag:%2219203e-1816df-530fce77a5840%22	http://pharmacology.med.unideb.hu/images/pdf/42%20Pharmacology%20of%20adrenal%20steroids.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/42%20Pharmacology%20of%20adrenal%20steroids.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:29	1721375/1721375	---M--	200	added ('OK')	application/pdf	etag:%22274280-1a441f-59e87444995c0%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz/Antipsychotics%2016_9.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz/Antipsychotics%2016_9.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:35	336616/336616	---M--	200	added ('OK')	application/pdf	etag:%2259201c-522e8-4d02a48a7c140%22	http://pharmacology.med.unideb.hu/images/pdf/Farmakokinetikai%20interakci%c3%b3k%20a%20felsz%c3%adv%c3%b3d%c3%a1sban.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Farmakokinetikai%20interakci%c3%b3k%20a%20felsz%c3%adv%c3%b3d%c3%a1sban.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:41	1047206/1047206	---M--	200	added ('OK')	application/pdf	etag:%22592012-ffaa6-4d02a482daf40%22	http://pharmacology.med.unideb.hu/images/pdf/Ca%20csatorna%20blokkol%c3%b3k.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Ca%20csatorna%20blokkol%c3%b3k.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:44	581047/581047	---M--	200	added ('OK')	application/pdf	etag:%2259201d-8ddb7-4d02a49311580%22	http://pharmacology.med.unideb.hu/images/pdf/Farmakokinetikai%20interakci%c3%b3k%20a%20megoszl%c3%a1s%20%c3%a9s%20az%20elimin%c3%a1ci%c3%b3%20sor%c3%a1n.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Farmakokinetikai%20interakci%c3%b3k%20a%20megoszl%c3%a1s%20%c3%a9s%20az%20elimin%c3%a1ci%c3%b3%20sor%c3%a1n.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:44	332/332	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:24:42%20GMT	http://pharmacology.med.unideb.hu/images/pdf/obesitas%20farmakoter%c3%a1pi%c3%a1ja.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/obesitas%20farmakoter%c3%a1pi%c3%a1ja.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:45	337/337	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:24:42%20GMT	http://pharmacology.med.unideb.hu/images/pdf/GI_motilitast_befolyasolo_szerek.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/GI_motilitast_befolyasolo_szerek.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:49	3833849/3833849	---M--	200	added ('OK')	application/pdf	etag:%221a00da-3a7ff9-52be47241b540%22	http://pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/General%20anesthetics.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Porszasz20160216/General%20anesthetics.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
